'PSPEP1', 'Calca', 'Asic3', 'Ptgir', 'Pou4f3', 'Gm13425', 'Stbd1'
'PSPEP3', 'Calca', 'Traf3ip3', 'Prdm12', 'Itk', 'Fam150b', 'Stac'
'PSPEP2', 'Calca', 'Gm13582', 'Ptgir', 'Pou4f3', 'Fam150b', 'Fstl1'
'PSPEP4', 'Calca', '6030408B16Rik', 'Samsn1', 'Pou4f3', 'Timeless', 'Socs1'
'PSPEP5', 'Trpv1', 'Fam169b', 'Aqp1', 'Pirt', 'Kcns3', 'Socs1'
'PSPEP6', 'Gfra3', 'Angpt4', 'Runx1', 'Prph', 'Gcnt2', 'Frat2'
'PSPEP7', 'Rarres1', 'Gpsm3', 'Prdm12', 'Prph', 'Gcnt2', 'Fkbp1b'
'PSPEP8', 'Rarres1', 'Slc34a2', 'Tmem54', 'Plcd4', 'Gcnt2', 'Six1'
'PSNF2', 'Nefm', 'Palm3', 'Nefh', 'D930028M14Rik', 'Clec2l', 'Hebp2'
'PSNF3', 'Trappc3l', 'Ptgfr', 'Ahnak2', 'D930028M14Rik', 'Avil', 'Hebp2'
'PSNF1', 'Ppm1j', 'Tbx3os2', 'Ahnak2', 'Tusc5', 'Htr1d', 'Bcam'
'PSNP1', 'Fam19a4', 'Fbp2', 'Piezo2', 'Tlx3', 'Paqr5', 'Cdk15'
'PSNP3', 'Mrgprd', '9530053A07Rik', 'Lpar3', 'Tmem45b', 'Ppp1r1c', 'Cd55'
'PSNP2', 'Gm7271', 'Chrna6', 'Ctxn3', 'Kcnmb1', 'Ppp1r1c', 'Lgals3'
'PSNP5', 'Mrgpra3', 'Cpb1', 'Isl2', 'Scn10a', 'Scn11a', 'Stac'
'PSNP4', 'Mrgpra3', 'Otoa', 'Calcb', 'Krt27', 'Acpp', 'Cd55'
'PSNP6', 'Nppb', 'Tmem233', 'Il31ra', 'Ada', 'Gm525', '9230105E05Rik'
